충전소명,충전소 주소,대분류,소분류,충전소ID,충전기ID,충전기타입,충전용량,충전방식(단독_동시),충전기상태,상태정보수신일,마지막 충전시작일시,마지막 충전종료일시,충전중 충전시작일시,2023년 10월 충전횟수,2023년 10월 충전량,2023년 11월 충전횟수,2023년 11월 충전량,2023년 12월 충전횟수,2023년 12월 충전량,2024년 1월 충전횟수,2024년 1월 충전량
마포공영주차장,서울특별시 마포구 마포대로1길 9 ,주차시설,공영주차장,ME18B406,2,DC콤보,급속(400kW동시),단독,사용가능,2024-02-06 10:01,2024-02-06 9:21,2024-02-06 10:01,,132,3221.91,122,2768.05,137,3385.95,163,3838.41
마포공영주차장,서울특별시 마포구 마포대로1길 9 ,주차시설,공영주차장,ME18B406,3,DC콤보,급속(400kW동시),단독,사용가능,2024-02-06 10:12,2024-02-06 6:59,2024-02-06 7:41,,145,3865.51,130,3250.09,147,3467.49,138,3126.87
마포공영주차장,서울특별시 마포구 마포대로1길 9 ,주차시설,공영주차장,ME18B406,4,DC콤보,급속(400kW동시),단독,사용가능,2024-02-06 10:04,2024-02-06 4:27,2024-02-06 4:29,,214,5325.08,196,4912.75,156,3791.69,161,3929.69
성수2가 공영주차장,서울특별시 성동구 광나루로4가길 23 ,주차시설,공영주차장,ME18B408,1,DC콤보,급속(400kW동시),단독,충전중,2024-02-06 10:15,2024-02-06 8:44,2024-02-06 9:24,2024-02-06 10:03,176,4569.37,107,3014.95,205,5150.93,219,5425.89
성수2가 공영주차장,서울특별시 성동구 광나루로4가길 23 ,주차시설,공영주차장,ME18B408,2,DC콤보,급속(400kW동시),단독,사용가능,2024-02-06 10:15,2024-02-05 14:59,2024-02-05 15:10,,54,1188.59,83,1986.38,81,1700.28,109,2298.43
성수2가 공영주차장,서울특별시 성동구 광나루로4가길 23 ,주차시설,공영주차장,ME18B408,3,DC콤보,급속(400kW동시),단독,사용가능,2024-02-06 9:49,2024-02-06 6:40,2024-02-06 7:17,,52,1225.75,41,1084.02,54,1290.45,85,2258.12
성수2가 공영주차장,서울특별시 성동구 광나루로4가길 23 ,주차시설,공영주차장,ME18B408,4,DC콤보,급속(400kW동시),단독,사용가능,2024-02-06 9:50,2024-02-06 7:18,2024-02-06 7:48,,52,1328.87,68,1764.6,58,1272.57,76,1861.01
충현동 제1공영주차장,서울특별시 서대문구 충정로2가 78-13 ,주차시설,공영주차장,ME19A149,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 9:03,2024-02-06 9:46,,28,794.38,42,834.15,57,1253.98,48,1290.32
남가좌2동 공영주차장,서울특별시 서대문구 남가좌2동 3-75 ,주차시설,공영주차장,ME19A150,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 4:52,2024-02-05 5:27,,87,2180.0,119,2196.73,100,1876.56,113,2111.42
미도아파트 앞 공영주차장,서울특별시 서초구 반포동 49-8 ,주차시설,공영주차장,ME19A151,1,DC콤보,급속(100kW단독),단독,통신이상,2024-02-05 1:12,2024-02-02 9:30,2024-02-02 9:58,,47,1288.14,31,391.16,20,204.95,24,224.32
올림픽공원,서울특별시 송파구 올림픽로 424  ,관광시설,공원,ME19A152,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 22:56,2024-02-05 23:24,,51,1309.95,87,2342.34,98,2500.64,111,2688.86
구민회관,서울특별시 송파구 백제고분로 242 ,공공시설,지자체시설,ME19A153,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 5:29,2024-02-06 5:48,,149,4147.03,221,5652.71,250,5601.83,264,6358.05
문화회관동측 주차장,서울특별시 양천구 신정6동 322-5 ,주차시설,공영주차장,ME19A154,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 16:02,2024-02-05 16:42,,143,3845.21,165,3865.64,202,4612.36,151,3829.08
곰달래공영주차장,서울특별시 양천구 곰달래로10길 4 ,주차시설,공영주차장,ME19A155,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-05 21:58,2024-02-05 22:20,,52,1320.27,67,1660.16,88,2456.46,103,2465.39
다락골공영주차장,서울특별시 양천구 중앙로29길 41 ,주차시설,공영주차장,ME19A156,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-01 16:24,2024-02-01 17:07,,17,340.81,6,114.28,16,387.8,8,143.56
개포3동 주민센터,서울특별시 강남구 개포로 607 ,공공시설,주민센터,ME19A157,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 23:36,2024-02-05 23:45,,109,1529.85,127,1631.36,116,2411.96,130,2847.58
목4동주민센터,서울특별시 양천구 목동중앙로 25  ,공공시설,주민센터,ME19A158,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:11,2024-02-06 8:16,2024-02-06 8:57,,180,4727.17,225,5785.03,270,6301.86,276,6125.6
한국장애인개발원 본사,서울특별시 영등포구 의사당대로 22 ,공공시설,공공기관,ME19A159,1,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:13,2024-02-05 15:23,2024-02-05 16:03,2024-02-06 10:13,45,1074.71,78,1917.28,46,1062.92,1,50.9
영등포본동제1(공영주차장),서울특별시 영등포구 영신로 10길 15 ,주차시설,공영주차장,ME19A160,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-06 6:34,2024-02-06 6:55,,109,3023.47,115,2710.43,128,3380.29,136,3102.56
마포중앙도서관,서울특별시 마포구 성산로 128 ,근린생활시설,도서관,ME19A164,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-06 6:31,2024-02-06 7:06,,240,6045.94,305,7187.97,368,8258.24,381,8175.13
강남구청 삼성로 별관 부설 주차장,서울특별시 강남구 삼성로 628 ,공공시설,관공서,ME19A166,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 7:35,2024-02-06 8:16,,197,4610.11,232,5470.41,288,6259.8,341,7435.38
국방부 서문 주차장,서울특별시 용산구 한강대로 62다길 42 ,공공시설,공공기관,ME19A170,1,DC콤보,급속(100kW단독),단독,통신이상,2024-02-04 15:21,2024-01-26 13:36,2024-01-26 14:16,,89,1815.16,91,1350.45,97,1346.36,16,179.82
일원본동 주민센터,서울특별시 강남구 광평로 126 ,공공시설,주민센터,ME19A171,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-06 8:16,2024-02-06 8:55,,178,3956.49,219,4539.54,265,5587.19,230,5291.13
탄천물재생센터,서울특별시 강남구 개포로 625 ,공공시설,지자체시설,ME19A243,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:10,2024-02-06 9:21,2024-02-06 9:40,,225,5568.11,263,6686.45,244,5978.0,237,6015.65
탄천물재생센터,서울특별시 강남구 개포로 625 ,공공시설,지자체시설,ME19A243,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 23:06,2024-02-05 23:46,,159,3871.01,193,4337.47,204,4242.53,218,3949.98
한국원자력의학원 본사,서울특별시 노원구 노원로75 ,공공시설,공공기관,ME19A244,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 22:02,2024-02-05 22:21,,130,3462.47,118,2913.33,135,3141.1,202,4559.05
한국원자력의학원 본사,서울특별시 노원구 노원로75 ,공공시설,공공기관,ME19A244,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 17:52,2024-02-05 18:33,,123,3059.37,223,5201.0,186,4793.28,157,3477.21
상암1 공영주차장,서울특별시 마포구 성암로 197 ,주차시설,공영주차장,ME19A245,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 9:57,2024-02-06 8:56,2024-02-06 9:26,,126,3589.51,211,4960.99,204,4797.22,161,4211.07
상암1 공영주차장,서울특별시 마포구 성암로 197 ,주차시설,공영주차장,ME19A245,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:06,2024-02-06 3:02,2024-02-06 3:30,,158,4806.94,191,5767.7,226,7162.94,216,6414.88
Park M (주차복합빌딩),서울특별시 마포구 매봉산로 80 ,주차시설,일반주차장,ME19A246,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 16:06,2024-02-05 16:33,,45,1609.92,51,1799.87,71,2387.41,61,1869.17
Park M (주차복합빌딩),서울특별시 마포구 매봉산로 80 ,주차시설,일반주차장,ME19A246,22,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:14,2024-02-05 22:15,2024-02-05 22:56,2024-02-06 9:42,30,889.13,49,1707.35,74,2436.28,59,1872.45
이수공영주차장2,서울특별시 서초구 방배중앙로 193 이수공영주차장 1층 진입 후 좌측편,주차시설,공영주차장,ME19A247,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 17:04,2024-02-05 17:30,,72,1758.29,46,1000.31,63,1552.19,45,1111.58
이수공영주차장2,서울특별시 서초구 방배중앙로 193 이수공영주차장 1층 진입 후 좌측편,주차시설,공영주차장,ME19A247,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 18:19,2024-02-05 18:52,,82,2280.9,132,3635.98,174,4784.88,133,3596.5
이수공영주차장,서울특별시 서초구 방배중앙로 193 1층 진입 후 좌측편,주차시설,공영주차장,ME19A248,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 6:25,2024-02-05 7:06,,58,1784.21,88,2448.2,78,2095.29,90,2507.66
이수공영주차장,서울특별시 서초구 방배중앙로 193 1층 진입 후 좌측편,주차시설,공영주차장,ME19A248,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-02-04 7:18,2024-02-04 7:58,,59,1688.97,51,1409.52,72,2093.39,71,2080.64
성수 2가1동 공영주차장,서울특별시 성동구 성덕정길 115 ,주차시설,공영주차장,ME19A249,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 12:29,2024-02-05 12:56,,58,1579.36,69,1383.69,91,1879.61,103,2176.28
성수 2가1동 공영주차장,서울특별시 성동구 성덕정길 115 ,주차시설,공영주차장,ME19A249,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 22:17,2024-02-05 22:58,,115,2839.56,147,3221.1,175,4044.57,168,3893.4
하왕십리 공영주차장,서울특별시 성동구 무학봉15길 48 ,주차시설,공영주차장,ME19A250,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 20:28,2024-02-05 21:01,,41,932.64,22,450.23,0,0.0,23,560.98
하왕십리 공영주차장,서울특별시 성동구 무학봉15길 48 ,주차시설,공영주차장,ME19A250,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 11:37,2024-02-05 11:41,,32,1058.74,16,394.19,0,0.0,36,927.09
강변 공영주차장,서울특별시 성동구 둘레길 47-5 ,주차시설,공영주차장,ME19A251,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 9:59,2024-02-05 19:47,2024-02-05 20:27,,103,2305.15,112,2261.42,122,2652.27,148,2966.68
강변 공영주차장,서울특별시 성동구 둘레길 47-5 ,주차시설,공영주차장,ME19A251,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-06 7:34,2024-02-06 8:14,,22,625.27,34,916.16,32,804.07,51,1180.19
응봉동 공영주차장,서울특별시 성동구 독서당로63길 40 ,주차시설,공영주차장,ME19A252,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-06 7:11,2024-02-06 7:44,,37,1003.57,24,555.08,53,1426.21,65,1587.22
응봉동 공영주차장,서울특별시 성동구 독서당로63길 40 ,주차시설,공영주차장,ME19A252,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-04 9:29,2024-02-04 9:38,,9,166.42,16,486.86,19,526.68,17,387.77
해누리타운,서울특별시 양천구 목동동로81 ,공공시설,지자체시설,ME19A253,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 15:12,2024-02-05 15:23,,38,1036.83,61,1772.7,88,2050.02,51,1412.17
해누리타운,서울특별시 양천구 목동동로81 ,공공시설,지자체시설,ME19A253,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:13,2024-02-06 10:09,2024-02-06 10:13,,54,1467.1,102,2669.42,96,2463.14,91,2314.03
예금보험공사,서울특별시 중구 청계천로 30 ,공공시설,공공기관,ME19A254,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 9:52,2024-02-06 8:44,2024-02-06 9:22,,60,1782.33,92,2698.79,100,2555.9,103,2682.14
예금보험공사,서울특별시 중구 청계천로 30 ,공공시설,공공기관,ME19A254,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 9:03,2024-02-06 9:43,,58,1449.24,84,2402.73,112,2950.09,133,3638.95
양화진 공영주차장,서울특별시 마포구 토정로 2 ,주차시설,공영주차장,ME19A265,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 9:54,2024-02-06 6:20,2024-02-06 6:51,,310,7671.16,310,7479.45,397,9226.47,347,8026.94
양화진 공영주차장,서울특별시 마포구 토정로 2 ,주차시설,공영주차장,ME19A265,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 2:41,2024-02-06 2:57,,159,4229.45,192,5109.65,230,6283.25,227,6226.88
롯데마트 은평점,서울특별시 은평구 통일로 1050 ,상업시설,마트(쇼핑몰),ME19A274,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 17:55,2024-02-05 18:20,,68,1735.69,86,2340.7,112,2881.25,104,2460.14
롯데마트 은평점,서울특별시 은평구 통일로 1050 ,상업시설,마트(쇼핑몰),ME19A274,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 16:55,2024-02-05 17:35,,109,3571.73,124,3621.31,151,4190.44,82,2093.5
논현초교 공영노외주차장,서울특별시 강남구 강남대로120길 33 ,주차시설,공영주차장,ME19A277,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:08,2024-02-06 3:38,2024-02-06 4:03,,122,3962.15,199,5742.39,281,7527.58,249,6582.99
논현초교 공영노외주차장,서울특별시 강남구 강남대로120길 33 ,주차시설,공영주차장,ME19A277,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 9:54,2024-02-06 3:15,2024-02-06 3:48,,139,4598.37,211,6671.3,339,10091.5,261,7846.41
강남치매지원센터 공영노외주차장,서울특별시 강남구 선릉로108길 27 ,주차시설,공영주차장,ME19A278,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 9:47,2024-02-06 8:34,2024-02-06 8:46,,88,2417.54,124,3358.42,178,4173.56,193,4557.73
강남치매지원센터 공영노외주차장,서울특별시 강남구 선릉로108길 27 ,주차시설,공영주차장,ME19A278,22,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:15,2024-02-06 2:56,2024-02-06 3:35,2024-02-06 9:47,172,5955.21,228,7113.05,314,9671.24,284,7995.54
망원동 공영주차장1,서울특별시 마포구 동교로1길 39 ,주차시설,공영주차장,ME19A601,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 1:04,2024-02-06 1:19,,153,3398.46,152,2870.24,193,4181.35,152,3246.89
망원동 공영주차장1,서울특별시 마포구 동교로1길 39 ,주차시설,공영주차장,ME19A601,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 0:32,2024-02-06 1:12,,196,4717.92,226,5242.34,219,5218.98,210,5163.03
망원동 공영주차장1,서울특별시 마포구 동교로1길 39 ,주차시설,공영주차장,ME19A601,23,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 19:23,2024-02-05 20:03,,93,2090.2,101,2207.55,151,2850.43,106,1992.56
망원동 공영주차장1,서울특별시 마포구 동교로1길 39 ,주차시설,공영주차장,ME19A601,24,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 0:39,2024-02-06 1:07,,166,4652.47,186,5352.52,271,7402.53,182,4964.9
망원동 공영주차장1,서울특별시 마포구 동교로1길 39 ,주차시설,공영주차장,ME19A601,25,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 20:24,2024-02-05 20:40,,64,1363.24,124,2512.5,136,2539.05,144,2764.63
망원동 공영주차장1,서울특별시 마포구 동교로1길 39 ,주차시설,공영주차장,ME19A601,26,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 9:48,2024-02-06 4:00,2024-02-06 4:13,,182,5019.98,223,5688.59,237,5922.13,194,4655.37
압구정 428 공영주차장1,서울특별시 강남구 압구정로 161 ,주차시설,공영주차장,ME19A801,1,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:12,2024-02-06 7:43,2024-02-06 8:12,2024-02-06 9:52,153,3293.59,178,3914.94,242,4725.0,261,5303.0
압구정 428 공영주차장1,서울특별시 강남구 압구정로 161 ,주차시설,공영주차장,ME19A801,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 11:51,2024-02-05 12:21,,100,2730.31,171,3523.42,190,3956.51,184,3927.89
압구정 428 공영주차장1,서울특별시 강남구 압구정로 161 ,주차시설,공영주차장,ME19A801,3,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-06 7:48,2024-02-06 8:15,,93,2160.67,65,1725.95,177,4431.7,199,4893.98
압구정 428 공영주차장1,서울특별시 강남구 압구정로 161 ,주차시설,공영주차장,ME19A801,4,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-06 7:34,2024-02-06 8:13,,110,2825.69,163,3887.1,133,2948.69,61,1247.04
압구정 428 공영주차장1,서울특별시 강남구 압구정로 161 ,주차시설,공영주차장,ME19A801,5,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-05 19:29,2024-02-05 20:02,,76,1762.39,122,2867.45,134,2621.33,178,4886.76
압구정 428 공영주차장1,서울특별시 강남구 압구정로 161 ,주차시설,공영주차장,ME19A801,6,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-06 7:50,2024-02-06 8:13,,112,2733.16,175,3261.68,249,5184.93,206,5335.35
압구정 428 공영주차장1,서울특별시 강남구 압구정로 161 ,주차시설,공영주차장,ME19A801,7,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-06 9:04,2024-02-06 9:43,,142,2570.49,113,1585.14,200,3486.41,153,3009.02
압구정 428 공영주차장1,서울특별시 강남구 압구정로 161 ,주차시설,공영주차장,ME19A801,8,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-06 8:04,2024-02-06 8:42,,293,5235.08,355,6117.49,376,6764.83,336,6972.66
서울 해군회관,서울특별시 영등포구 가마산로 538 ,상업시설,숙박시설,ME19D118,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 13:14,2024-02-05 13:41,,45,894.28,63,1257.92,58,1006.6,53,1002.64
서울올림픽공원 남2문주차장,서울특별시 송파구 올림픽로 424,관광시설,공원,ME19X403,41,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 8:41,2024-02-06 9:21,,278,5868.28,359,7119.23,279,5401.56,274,5083.12
서울올림픽공원 남2문주차장,서울특별시 송파구 올림픽로 424,관광시설,공원,ME19X403,42,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 7:38,2024-02-06 8:15,,134,3012.73,49,981.42,113,1977.39,242,4256.01
서울올림픽공원 남2문주차장,서울특별시 송파구 올림픽로 424,관광시설,공원,ME19X403,43,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 20:41,2024-02-05 21:21,,116,2520.59,125,2571.48,129,2466.68,151,2855.4
서울올림픽공원 남2문주차장,서울특별시 송파구 올림픽로 424,관광시설,공원,ME19X403,44,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 8:19,2024-02-06 8:59,,156,3601.98,148,2922.41,126,2487.03,182,3345.52
서울올림픽공원 남2문주차장,서울특별시 송파구 올림픽로 424,관광시설,공원,ME19X403,45,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 9:27,2024-02-06 9:38,,105,1899.95,120,1845.87,113,1959.23,163,2207.35
롯데마트 중계점 야외주차장,서울특별시 노원구 노원로  330,상업시설,마트(쇼핑몰),ME19X417,41,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:11,2024-02-05 16:21,2024-02-05 16:31,,111,1406.68,76,1020.52,122,1872.58,64,742.06
롯데마트 중계점 야외주차장,서울특별시 노원구 노원로  330,상업시설,마트(쇼핑몰),ME19X417,42,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:16,2024-02-06 9:22,2024-02-06 9:52,,122,1480.48,80,1278.6,96,1525.58,131,2105.51
롯데마트 중계점 야외주차장,서울특별시 노원구 노원로  330,상업시설,마트(쇼핑몰),ME19X417,43,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:16,2024-02-05 16:14,2024-02-05 16:51,,112,1490.75,122,1666.64,124,1588.52,129,1806.78
롯데마트 중계점 야외주차장,서울특별시 노원구 노원로  330,상업시설,마트(쇼핑몰),ME19X417,44,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:16,2024-02-05 18:51,2024-02-05 19:24,,156,1233.13,119,1292.59,107,1339.34,108,1273.9
롯데마트 중계점 야외주차장,서울특별시 노원구 노원로  330,상업시설,마트(쇼핑몰),ME19X417,45,DC콤보,급속(100kW단독),단독,알수없음,2024-02-06 10:16,2024-02-06 9:27,2024-02-06 10:07,,243,2509.05,237,2744.32,251,3099.9,248,2708.04
서울 농수산식품공사 강서지부,서울특별시 강서구 발산로 40 ,공동주택시설,사업장(사옥),ME19Y284,21,DC콤보,급속(100kW단독),단독,통신이상,2024-02-05 16:06,2024-02-05 2:27,2024-02-05 2:52,,70,1045.36,94,1699.36,51,952.08,70,1163.36
서울 농수산식품공사 강서지부,서울특별시 강서구 발산로 40 ,공동주택시설,사업장(사옥),ME19Y284,22,DC콤보,급속(100kW단독),단독,통신이상,2024-02-05 16:06,2024-02-05 12:46,2024-02-05 13:26,,189,1912.92,175,1438.48,108,936.52,185,1747.16
가락시장,서울특별시 송파구 양재대로 932 ,상업시설,마트(쇼핑몰),ME19Y601,21,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:16,2024-02-06 9:13,2024-02-06 9:38,,307,4823.84,365,5162.2,365,5169.24,207,3040.96
가락시장,서울특별시 송파구 양재대로 932 ,상업시설,마트(쇼핑몰),ME19Y601,22,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:14,2024-02-06 8:23,2024-02-06 9:03,2024-02-06 9:48,196,3067.68,270,3686.36,127,1794.12,87,1243.32
가락시장,서울특별시 송파구 양재대로 932 ,상업시설,마트(쇼핑몰),ME19Y601,23,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:14,2024-02-06 8:58,2024-02-06 9:38,2024-02-06 9:39,186,3028.76,210,3437.72,152,2349.92,144,2129.52
가락시장,서울특별시 송파구 양재대로 932 ,상업시설,마트(쇼핑몰),ME19Y601,24,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:11,2024-02-06 0:52,2024-02-06 1:17,,143,2423.76,171,2843.8,92,1503.04,78,1168.32
가락시장,서울특별시 송파구 양재대로 932 ,상업시설,마트(쇼핑몰),ME19Y601,25,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:15,2024-02-06 8:54,2024-02-06 9:28,2024-02-06 9:45,84,1428.6,134,2137.44,219,3323.0,168,2447.52
가락시장,서울특별시 송파구 양재대로 932 ,상업시설,마트(쇼핑몰),ME19Y601,26,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-01-31 10:34,2024-01-31 11:08,,143,2537.64,138,2228.04,247,4014.24,318,4531.96
포이초교 공영노외주차장,서울특별시 강남구 개포동 1273 ,주차시설,공영주차장,ME20A193,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 21:16,2024-02-05 21:56,,119,3239.47,146,3671.01,18,328.52,131,3332.47
언주초교 공영노외주차장,서울특별시 강남구 도곡동 922 ,주차시설,공영주차장,ME20A194,1,DC콤보,급속(100kW단독),단독,점검중,2024-01-22 15:04,2023-12-01 14:12,2023-12-01 14:52,,139,3186.52,182,3926.01,4,129.87,0,0.0
강남스포츠문화센터,서울특별시 강남구 수서동 718 ,공공시설,지자체시설,ME20A195,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-06 6:07,2024-02-06 6:19,,116,2969.67,194,4148.72,239,5087.08,237,4641.08
압구정로29길 노상주차장,서울특별시 강남구 압구정동 453 ,주차시설,공영주차장,ME20A196,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-06 8:08,2024-02-06 8:48,,130,3253.43,164,4446.43,204,4885.67,182,4427.35
길동복합청사,서울특별시 강동구 천호대로 1183 ,공공시설,주민센터,ME20A197,1,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:12,2024-02-05 23:56,2024-02-06 0:36,2024-02-06 9:42,258,5379.93,215,4283.61,243,4503.27,266,5018.39
오동골프클럽,서울특별시 강북구 오현로 117 ,공공시설,지자체시설,ME20A198,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-03 10:46,2024-02-03 11:25,,47,1006.34,56,1262.46,48,1036.71,54,1280.58
노원문화원,서울특별시 노원구 동일로197길 24 ,공공시설,지자체시설,ME20A199,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-06 8:49,2024-02-06 9:29,,223,3163.83,231,3241.89,271,4149.24,228,3644.6
반포4동주민센터 공영주차장,서울특별시 서초구 사평대로28길 70 ,주차시설,공영주차장,ME20A1a0,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:16,2024-02-04 9:51,2024-02-04 10:17,,88,2636.24,122,3617.98,134,4016.37,136,3874.37
방배1동 공영주차장,서울특별시 서초구 방배로23길 31-6 ,주차시설,공영주차장,ME20A1a1,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-04 18:50,2024-02-04 19:25,,32,694.29,23,536.8,40,908.69,23,407.08
무궁화 공영주차장,서울특별시 서초구 서초대로54길 45 ,주차시설,공영주차장,ME20A1a2,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-06 9:09,2024-02-06 9:49,,71,2087.03,104,2713.81,140,3732.66,140,3651.52
청계산근린광장 공영주차장,서울특별시 서초구 원지동 361-1 ,주차시설,공영주차장,ME20A1a3,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 22:03,2024-02-05 22:21,,25,507.7,38,752.24,50,1150.4,40,935.56
양재근린공원 공영주차장,서울특별시 서초구 동산로 35 ,주차시설,공영주차장,ME20A1a4,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:16,2024-02-02 20:27,2024-02-02 20:42,,32,902.14,45,1052.75,75,1912.17,73,1344.65
영등포본동제2공영주차장,서울특별시 영등포구 신길로60길 34 ,주차시설,공영주차장,ME20A1a5,1,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:16,2024-02-05 15:50,2024-02-05 16:19,2024-02-06 10:01,137,3050.11,157,3389.41,174,3287.21,136,2334.48
